,WT_flux,HP_flux,diff,rxn_id,rxn
47,0.0,0.0,0.0,DTARTD,tartr__D_c --> h2o_c + oaa_c
48,0.0,0.0,0.0,EPMGH,epm_c + h2o_c --> gal_c + man_c
49,0.0018171256753580147,0.001859931665421624,4.2805990063609365e-05,FDH,for_c + nad_c --> co2_c + nadh_c
50,0.0,0.0,0.0,FORCT,forcoa_c + oxa_c <=> for_c + oxalcoa_c
51,0.0605734852093283,0.07638655475630575,0.01581306954697745,FRUK,atp_c + f1p_c --> adp_c + fdp_c + h_c
52,0.0,0.2836619997671193,0.2836619997671193,G3PD2,glyc3p_c + nadp_c <=> dhap_c + h_c + nadph_c
53,0.0,0.0,0.0,GALCTND,galctn__D_c --> 2dh3dgal_c + h2o_c
54,0.0,0.0,0.0,GALIGH,1Dgali_c + h2o_c --> gal_c + inost_c
55,0.0,0.0,0.0,GALS3,h2o_c + melib_c --> gal_c + glc__D_c
56,0.0,0.0,0.0,GGLGH,ggl_c + h2o_c --> gal_c + glyc_c
57,0.0,0.0,0.0,GLCRAL,5dh4dglc_c --> 2h3oppan_c + pyr_c
58,-0.0003804159589240595,-0.00038937740910952815,-8.96145018546864e-06,GLYALDDr,glyald_c + h2o_c + nad_c <=> glyc__R_c + 2.0 h_c + nadh_c
59,0.7285580286538683,0.6288269306476316,-0.0997310980062367,GLYCDx,glyc_c + nad_c --> dha_c + h_c + nadh_c
60,0.00028118213814408427,0.00028780593966463026,6.623801520545987e-06,GLYCTO1,glyclt_c + o2_c --> glx_c + h2o2_c
61,0.0004796497797877664,0.000490948879231484,1.1299099443717626e-05,GLYCTO3,glyclt_c + mqn9_c --> glx_c + mql9_c
62,0.011043496674654275,0.29496564785305646,0.2839221511784022,GLYK,atp_c + glyc_c --> adp_c + glyc3p_c + h_c
63,0.0,0.0,0.0,GNK,atp_c + glcn_c --> 6pgc_c + adp_c + h_c
64,0.0,0.0,0.0,HADPCOADH3,3hadpcoa_c + nad_c <=> h_c + nadh_c + oxadpcoa_c
65,0.0,0.0,0.0,HEX4,atp_c + man_c --> adp_c + h_c + man6p_c
66,0.0,0.0,0.0,HEX7,atp_c + fru_c --> adp_c + f6p_c + h_c
67,0.0,0.0,0.0,IDOND,5dglcn_c + h_c + nadh_c <=> idon__L_c + nad_c
68,0.0,0.0,0.0,IDOND2,5dglcn_c + h_c + nadph_c --> idon__L_c + nadp_c
69,0.0,0.0,0.0,LACZ,h2o_c + lcts_c --> gal_c + glc__D_c
70,0.0,0.0,0.0,LCADi,h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c
71,0.0,0.0,0.0,LYXI,lyx__L_c --> xylu__L_c
72,0.0,0.0,0.0,MALT,h2o_c + malt_c --> 2.0 glc__D_c
73,0.0,0.0,0.0,MAN6PI,man6p_c <=> f6p_c
74,0.0,0.0,0.0,MELTGH,h2o_c + melt_c --> gal_c + sbt__D_c
75,0.0,0.0,0.0,MLTG1,h2o_c + malttr_c --> glc__D_c + malt_c
76,0.0,0.0,0.0,MLTG1e,h2o_e + malttr_e --> glc__D_e + malt_e
77,0.0,0.0,0.0,MLTG2,h2o_c + maltttr_c --> glc__D_c + malttr_c
78,0.0,0.0,0.0,MLTG2e,h2o_e + maltttr_e --> glc__D_e + malttr_e
79,0.0,0.0,0.0,MLTG3,h2o_c + maltpt_c --> glc__D_c + maltttr_c
80,0.0,0.0,0.0,MLTG3e,h2o_e + maltpt_e --> glc__D_e + maltttr_e
81,0.0,0.0,0.0,MLTG4,h2o_c + malthx_c --> glc__D_c + maltpt_c
82,0.0,0.0,0.0,MLTG4e,h2o_e + malthx_e --> glc__D_e + maltpt_e
83,0.0,0.0,0.0,MLTG5,h2o_c + malthp_c --> glc__D_c + malthx_c
84,0.0,0.0,0.0,MLTG5e,h2o_e + malthp_e --> glc__D_e + malthx_e
85,0.0,0.0,0.0,MLTP1,maltpt_c + pi_c <=> g1p_c + maltttr_c
86,0.0,0.0,0.0,MLTP2,malthx_c + pi_c <=> g1p_c + maltpt_c
87,0.0,0.0,0.0,MLTP3,malthp_c + pi_c <=> g1p_c + malthx_c
88,0.0,0.0,0.0,MNLDH2,mnl_c + nad_c --> fru_c + h_c + nadh_c
89,0.0,0.0,0.0,MTI,tre_c <=> malt_c
90,0.0,0.0,0.0,OXCDC,h_c + oxalcoa_c --> co2_c + forcoa_c
91,0.0,0.0,0.0,OXDHCOAT,3oxdhscoa_c + coa_c --> 23dhacoa_c + accoa_c
92,0.0,0.0,0.0,PACCOAE,h_c + nadph_c + o2_c + phaccoa_c --> h2o_c + nadp_c + rephaccoa_c
93,0.0,0.0,0.0,PACCOAL,atp_c + coa_c + pac_c --> amp_c + phaccoa_c + ppi_c
94,0.0,0.0,0.0,PFK_2,atp_c + tag6p__D_c --> adp_c + h_c + tagdp__D_c
95,-0.016727558739947086,-0.017121609477835375,-0.0003940507378882886,PGMT,g1p_c <=> g6p_c
96,0.0,0.0,0.0,PMANM,man1p_c <=> man6p_c
97,0.0,0.0,0.0,PPAKr,adp_c + ppap_c <=> atp_c + ppa_c
98,0.0,0.0,0.0,PTA2,pi_c + ppcoa_c --> coa_c + ppap_c
99,0.0,0.0,0.0,RAFGH,h2o_c + raffin_c --> gal_c + sucr_c
100,0.0,0.0,0.0,RBK,atp_c + rib__D_c --> adp_c + h_c + r5p_c
101,0.0,0.0,0.0,RBK_L1,atp_c + rbl__L_c --> adp_c + h_c + ru5p__L_c
102,0.0,0.0,0.0,RBP4E,ru5p__L_c <=> xu5p__D_c
103,0.0,0.0,0.0,REPHACCOAI,rephaccoa_c <=> 2oxpaccoa_c
104,0.0,0.0,0.0,RMI,rmn_c <=> rml_c
105,0.0,0.0,0.0,RMK,atp_c + rml_c --> adp_c + h_c + rml1p_c
106,0.0,0.0,0.0,RMPA,rml1p_c <=> dhap_c + lald__L_c
107,0.0,0.0,0.0,SBTO,o2_c + sbt__D_c --> fru_c + h2o2_c
108,0.0,0.0,0.0,SUCR,h2o_c + sucr_c --> fru_c + glc__D_c
109,0.0029516883618830973,0.003021221220508706,6.953285862560873e-05,TRE6PP,h2o_c + tre6p_c --> pi_c + tre_c
110,0.0029516883618830973,0.003021221220508706,6.953285862560873e-05,TRE6PS,g6p_c + udpg_c --> h_c + tre6p_c + udp_c
111,0.005605894171816656,0.005737952099053383,0.00013205792723672716,UDPG4E,udpg_c <=> udpgal_c
112,0.0,0.0,0.0,UGLT,gal1p_c + udpg_c <=> g1p_c + udpgal_c
113,0.0,0.0,0.0,X5PL3E,xu5p__L_c --> ru5p__L_c
114,0.0,0.0,0.0,XYLK,atp_c + xylu__D_c --> adp_c + h_c + xu5p__D_c
115,0.0,0.0,0.0,XYLK2,atp_c + xylu__L_c --> adp_c + h_c + xu5p__L_c
116,0.0,0.0,0.0,XYLTO,o2_c + xylt_c --> h2o2_c + xylu__D_c
117,0.0,0.0,0.0,MALS,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c
118,0.0,0.0,0.0,ME1,mal__L_c + nad_c --> co2_c + nadh_c + pyr_c
119,0.0,0.08496730254953727,0.08496730254953727,ME2,mal__L_c + nadp_c --> co2_c + nadph_c + pyr_c
120,0.0,0.0,0.0,PEPCK,gtp_c + oaa_c --> co2_c + gdp_c + pep_c
121,0.0,0.0,0.0,PPA,h2o_c + ppi_c --> h_c + 2.0 pi_c
122,0.17307821194579612,0.28691195498330657,0.11383374303751045,PPA_1,h2o_c + ppi_c --> h_e + 2.0 pi_c
123,0.0,0.0,0.0,PPC,co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c
124,0.0,0.0,0.0,4HGLSD,4hglusa_c + h2o_c + nad_c --> e4hglu_c + 2.0 h_c + nadh_c
125,0.0,0.0,0.0,ABTA,4abut_c + akg_c --> glu__L_c + sucsal_c
126,0.0,0.0,0.0,ABUTD,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c
127,0.004985030269949822,0.0051024625197364035,0.00011743224978658182,ACGK,acglu_c + atp_c --> acg5p_c + adp_c
128,0.0,0.0,0.0,ACGS,accoa_c + glu__L_c --> acglu_c + coa_c + h_c
129,-0.004985030269949822,-0.0051024625197364035,-0.00011743224978658182,ACOTA,acorn_c + akg_c <=> acg5sa_c + glu__L_c
130,0.0011242907315443724,0.0011507756238860163,2.648489234164395e-05,ADMDC,amet_c + h_c --> ametam_c + co2_c
131,-0.004985030269949822,-0.0051024625197364035,-0.00011743224978658182,AGPR,acg5sa_c + nadp_c + pi_c <=> acg5p_c + h_c + nadph_c
132,0.0,0.0,0.0,AMPTASEPG,h2o_c + progly_c --> gly_c + pro__L_c
133,0.0,0.0,0.0,APCS,15dap_c + ametam_c --> 5mta_c + h_c + na15dap_c
134,0.0,0.0,0.0,ARGDr,arg__L_c + h2o_c --> citr__L_c + nh4_c
135,0.0034335272468306853,0.003514410773602713,8.088352677202782e-05,ARGSL,argsuc_c <=> arg__L_c + fum_c
136,0.0034335272468306853,0.003514410773602713,8.088352677202782e-05,ARGSS,asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c
137,0.016650737988107747,0.01704297906121362,0.00039224107310587356,CBPS,2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c
138,0.0,0.0,0.0,CMPA,cptrc_c + h2o_c + 2.0 h_c --> co2_c + nh4_c + ptrc_c
139,0.0,0.0,0.0,DDPGA,4h2oglt_c <=> glx_c + pyr_c
140,0.0,0.0,0.0,EHGLAT,akg_c + e4hglu_c --> 4h2oglt_c + glu__L_c
141,0.012572872896388735,0.01286905179010657,0.0002961788937178352,G5SADs,glu5sa_c --> 1pyr5c_c + h2o_c + h_c
142,0.012572872896388735,0.01286905179010657,0.0002961788937178352,G5SD,glu5p_c + h_c + nadph_c --> glu5sa_c + nadp_c + pi_c
143,0.012572872896388735,0.01286905179010657,0.0002961788937178352,GLU5K,atp_c + glu__L_c --> adp_c + glu5p_c
144,0.0,0.0,0.0,HPROb,1p3h5c_c + 2.0 h_c + nadph_c --> 4hpro_LT_c + nadp_c
145,0.0011242907315443724,0.0011507756238860163,2.648489234164395e-05,MTAN,5mta_c + h2o_c --> 5mtr_c + ade_c
146,0.0034335272468306853,0.003514410773602713,8.088352677202782e-05,OCT,cbp_c + orn_c --> citr__L_c + h_c + pi_c
147,0.001551503023119137,0.001588051746133691,3.6548723014554006e-05,ORNDC,h_c + orn_c --> co2_c + ptrc_c
148,0.0,0.0,0.0,ORNTA,akg_c + orn_c --> glu5sa_c + glu__L_c
149,0.004985030269949822,0.0051024625197364035,0.00011743224978658182,ORNTAC,acorn_c + glu__L_c <=> acglu_c + orn_c
150,0.0,0.0,0.0,P5CD,1pyr5c_c + 2.0 h2o_c + nad_c --> glu__L_c + h_c + nadh_c
151,0.012572872896388735,0.01286905179010657,0.0002961788937178352,P5CR,1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c
152,0.0,0.0,0.0,PHCD,1p3h5c_c + 2.0 h2o_c + nad_c --> e4hglu_c + h_c + nadh_c
153,0.0,0.0,0.0,PROD2,fad_c + pro__L_c --> 1pyr5c_c + fadh2_c + h_c
154,0.0,0.0,0.0,PTRCTA,akg_c + ptrc_c --> 4abutn_c + glu__L_c
155,0.0,0.0,0.0,PUTA3,glu5sa_c + h2o_c + nad_c --> glu__L_c + 2.0 h_c + nadh_c
156,0.0,0.0,0.0,SSALy,h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c
157,0.0,0.0,0.0,UREA,h2o_c + 2.0 h_c + urea_c --> co2_c + 2.0 nh4_c
158,0.0,0.0,0.0,CMLDC,4cml_c + h_c --> 5odhf2a_c + co2_c
159,0.0,0.0,0.0,MUCCY,CCbuttc_c + h_c --> 4cml_c
160,0.0,0.0,0.0,OXOAEL,5odhf2a_c + h2o_c --> 3oxoadp_c + h_c
161,0.0,0.0,0.0,PCADYOX,34dhbz_c + o2_c --> CCbuttc_c + 2.0 h_c
162,0.0,0.0,0.0,VNTDM,h_c + nadh_c + o2_c + vanlt_c --> 34dhbz_c + fald_c + h2o_c + nad_c
163,0.0,0.0,0.0,AACOATi,acac_c + atp_c + coa_c --> aacoa_c + amp_c + ppi_c
164,0.0,0.0,0.0,BDH,bhb_c + nad_c <=> acac_c + h_c + nadh_c
165,0.0,0.0,0.0,IBTMr,ibcoa_c --> btcoa_c
166,0.0,0.0,0.0,CDAS10,h2o_c + hexACPcda_c --> ACPcda_c + h_c + hxa_c
167,0.0,0.0,0.0,CDAS13,34hpp_c + o2_c --> 4hmda_c + co2_c
168,0.0,0.0,0.0,CDAS14a,4hmda_c + o2_c --> 4hpglx_c + h2o2_c
169,0.0,0.0,0.0,CDAS14b,4hmda_c + mqn9_c --> 4hpglx_c + mql9_c
170,0.0,0.0,0.0,CDAS15,4hpglx_c + glu__L_c <=> 4hpgly_c + akg_c
171,0.0,0.0,0.0,CDAS17,4hpgly_c + asn__L_c + 3.0 asp__L_c + 11.0 atp_c + ephxcoa_c + gly_c + meglu_c + ser__L_c + thr__L_c + 2.0 trp__L_c --> 11.0 amp_c + cdaint1_c + coa_c + 11.0 h_c + 11.0 ppi_c
172,0.0,0.0,0.0,CDAS3,actACPcda_c + h_c + nadph_c <=> 3haACPcda_c + nadp_c
173,0.0,0.0,0.0,CDAS4,3haACPcda_c --> but2eACPcda_c + h2o_c
174,0.0,0.0,0.0,CDAS5x,but2eACPcda_c + h_c + nadh_c --> butACPcda_c + nad_c
175,0.0,0.0,0.0,CDAS5y,but2eACPcda_c + h_c + nadph_c --> butACPcda_c + nadp_c
176,0.0,0.0,0.0,CDAS6,butACPcda_c + h_c + malACPcda_c --> 3ohexACPcda_c + ACPcda_c + co2_c
177,0.0,0.0,0.0,CDAS7,3ohexACPcda_c + h_c + nadph_c <=> 3hhexACPcda_c + nadp_c
178,0.0,0.0,0.0,CDAS8,3hhexACPcda_c --> h2o_c + thex2eACPcda_c
179,0.0,0.0,0.0,CDAS9x,h_c + nadh_c + thex2eACPcda_c --> hexACPcda_c + nad_c
180,0.0,0.0,0.0,CDAS9y,h_c + nadph_c + thex2eACPcda_c --> hexACPcda_c + nadp_c
181,0.0012275828165471162,0.0012565009582915048,2.8918141744388535e-05,3HAD100,3hdecACP_c --> h2o_c + tdec2eACP_c
182,4.98105620212122e-05,5.098394834878287e-05,1.1733863275706661e-06,3HAD110,3hundcaACP_c --> h2o_c + tundca2eACP_c
183,0.0009930454575777302,0.001016438607851394,2.3393150273663763e-05,3HAD120,3hddecACP_c --> h2o_c + tddec2eACP_c
184,0.0002345373589693859,0.00024006235044011077,5.52499147072488e-06,3HAD121,3hcddec5eACP_c --> h2o_c + t3c5ddeceACP_c
185,4.9810562021212215e-05,5.098394834878287e-05,1.1733863275706526e-06,3HAD130,3htridcaACP_c --> h2o_c + ttridca2eACP_c
186,0.0009930454575777302,0.001016438607851394,2.3393150273663763e-05,3HAD140,3hmrsACP_c --> h2o_c + tmrs2eACP_c
187,0.0002345373589693859,0.00024006235044011077,5.52499147072488e-06,3HAD141,3hcmrs7eACP_c --> h2o_c + t3c7mrseACP_c
188,4.9810562021212215e-05,5.098394834878287e-05,1.1733863275706526e-06,3HAD150,3hptdcaACP_c --> h2o_c + tptdca2eACP_c
189,0.0009131599585146367,0.0009346712478221086,2.151128930747196e-05,3HAD160,3hpalmACP_c --> h2o_c + tpalm2eACP_c
190,0.0002345373589693859,0.00024006235044011077,5.52499147072488e-06,3HAD161,3hcpalm9eACP_c --> h2o_c + t3c9palmeACP_c
191,0.0,0.0,0.0,3HAD170,3hhepdcaACP_c --> h2o_c + thepdca2eACP_c
192,0.0,0.0,0.0,3HAD180,3hoctaACP_c --> h2o_c + toctd2eACP_c
193,0.0,0.0,0.0,3HAD181,3hcvac11eACP_c --> h2o_c + t3c11vaceACP_c
194,0.0,0.0,0.0,3HAD40,3haACP_c --> but2eACP_c + h2o_c
195,4.98105620212122e-05,5.098394834878287e-05,1.1733863275706661e-06,3HAD50,3hptnACP_c --> h2o_c + tptn2eACP_c
196,0.0012275828165471162,0.00162834940375352,0.0004007665872064038,3HAD60,3hhexACP_c --> h2o_c + thex2eACP_c
197,4.98105620212122e-05,5.098394834878287e-05,1.1733863275706661e-06,3HAD70,3hhepACP_c --> h2o_c + thep2eACP_c
198,0.0012275828165471162,0.00162834940375352,0.0004007665872064038,3HAD80,3hoctACP_c --> h2o_c + toct2eACP_c
199,4.98105620212122e-05,5.098394834878287e-05,1.1733863275706661e-06,3HAD90,3hnonACP_c --> h2o_c + tnon2eACP_c
200,0.0016565463922497393,0.0016955696196291972,3.9023227379457936e-05,3HADai110,3haiC11ACP_c --> h2o_c + taiC112eACP_c
201,0.0016565463922497393,0.0016955696196291972,3.9023227379457936e-05,3HADai130,3haiC13ACP_c --> h2o_c + taiC132eACP_c
202,0.0016565463922497393,0.0016955696196291972,3.9023227379457936e-05,3HADai150,3haiC15ACP_c --> h2o_c + taiC152eACP_c
203,0.0007933317099199964,0.0008120202077781806,1.8688497858184252e-05,3HADai170,3haiC17ACP_c --> h2o_c + taiC172eACP_c
204,0.0016565463922497393,0.0016955696196291972,3.9023227379457936e-05,3HADai70,3haiC7ACP_c --> h2o_c + taiC72eACP_c
205,0.0016565463922497393,0.0016955696196291972,3.9023227379457936e-05,3HADai90,3haiC9ACP_c --> h2o_c + taiC92eACP_c
206,0.0011874379957700473,0.0012154104468433985,2.797245107335122e-05,3HADi100,3hiC10ACP_c --> h2o_c + tiC102eACP_c
207,0.0008680643922222745,0.0008885133662541435,2.0448974031869e-05,3HADi110,3hiC11ACP_c --> h2o_c + tiC112eACP_c
208,0.0011874379957700473,0.0012154104468433985,2.797245107335122e-05,3HADi120,3hiC12ACP_c --> h2o_c + tiC122eACP_c
209,0.0008680643922222745,0.0008885133662541435,2.0448974031869e-05,3HADi130,3hiC13ACP_c --> h2o_c + tiC132eACP_c
210,0.0011874379957700473,0.0012154104468433985,2.797245107335122e-05,3HADi140,3hiC14ACP_c --> h2o_c + tiC142eACP_c
211,0.0008680643922222745,0.0008885133662541435,2.0448974031869e-05,3HADi150,3hiC15ACP_c --> h2o_c + tiC152eACP_c
212,0.0010128484396389017,0.0010367080883308289,2.3859648691927204e-05,3HADi160,3hiC16ACP_c --> h2o_c + tiC162eACP_c
213,0.00036911680848714383,0.0003778120851268832,8.695276639739352e-06,3HADi170,3hiC17ACP_c --> h2o_c + tiC172eACP_c
214,0.0,0.0,0.0,3HADi180,3hiC18ACP_c --> h2o_c + tiC182eACP_c
215,0.0011874379957700473,0.0012154104468433985,2.797245107335122e-05,3HADi60,3hiC6ACP_c --> h2o_c + tiC62eACP_c
216,0.0008680643922222745,0.0008885133662541395,2.044897403186499e-05,3HADi70,3hiC7ACP_c --> h2o_c + tiC72eACP_c
217,0.0011874379957700473,0.0012154104468433985,2.797245107335122e-05,3HADi80,3hiC8ACP_c --> h2o_c + tiC82eACP_c
218,0.0008680643922222745,0.0008885133662541435,2.0448974031869e-05,3HADi90,3hiC9ACP_c --> h2o_c + tiC92eACP_c
219,0.0012275828165471162,0.0012565009582915048,2.8918141744388535e-05,3OAR100,3odecACP_c + h_c + nadph_c <=> 3hdecACP_c + nadp_c
220,4.98105620212122e-05,5.098394834878287e-05,1.1733863275706661e-06,3OAR110,3oundcaACP_c + h_c + nadph_c <=> 3hundcaACP_c + nadp_c
221,0.0009930454575777302,0.001016438607851394,2.3393150273663763e-05,3OAR120,3oddecACP_c + h_c + nadph_c <=> 3hddecACP_c + nadp_c
222,0.0002345373589693859,0.00024006235044011077,5.52499147072488e-06,3OAR121,3ocddec5eACP_c + h_c + nadph_c <=> 3hcddec5eACP_c + nadp_c
223,4.9810562021212215e-05,5.098394834878287e-05,1.1733863275706526e-06,3OAR130,3otridcaACP_c + h_c + nadph_c <=> 3htridcaACP_c + nadp_c
224,0.0009930454575777302,0.001016438607851394,2.3393150273663763e-05,3OAR140,3omrsACP_c + h_c + nadph_c <=> 3hmrsACP_c + nadp_c
225,0.0002345373589693859,0.00024006235044011077,5.52499147072488e-06,3OAR141,3ocmrs7eACP_c + h_c + nadph_c <=> 3hcmrs7eACP_c + nadp_c
226,4.9810562021212215e-05,5.098394834878287e-05,1.1733863275706526e-06,3OAR150,3optdcaACP_c + h_c + nadph_c <=> 3hptdcaACP_c + nadp_c
227,0.0009131599585146367,0.0009346712478221086,2.151128930747196e-05,3OAR160,3opalmACP_c + h_c + nadph_c <=> 3hpalmACP_c + nadp_c
228,0.0002345373589693859,0.00024006235044011077,5.52499147072488e-06,3OAR161,3ocpalm9eACP_c + h_c + nadph_c <=> 3hcpalm9eACP_c + nadp_c
229,0.0,0.0,0.0,3OAR170,3ohepdcaACP_c + h_c + nadph_c <=> 3hhepdcaACP_c + nadp_c
230,0.0,0.0,0.0,3OAR180,3ooctdACP_c + h_c + nadph_c <=> 3hoctaACP_c + nadp_c
231,0.0,0.0,0.0,3OAR181,3ocvac11eACP_c + h_c + nadph_c <=> 3hcvac11eACP_c + nadp_c
232,0.0,0.0,0.0,3OAR40,actACP_c + h_c + nadph_c <=> 3haACP_c + nadp_c
233,4.98105620212122e-05,5.098394834878287e-05,1.1733863275706661e-06,3OAR50,3optnACP_c + h_c + nadph_c <=> 3hptnACP_c + nadp_c
234,0.0012275828165471162,0.00162834940375352,0.0004007665872064038,3OAR60,3ohexACP_c + h_c + nadph_c <=> 3hhexACP_c + nadp_c
235,4.98105620212122e-05,5.098394834878287e-05,1.1733863275706661e-06,3OAR70,3ohepACP_c + h_c + nadph_c <=> 3hhepACP_c + nadp_c
236,0.0012275828165471162,0.00162834940375352,0.0004007665872064038,3OAR80,3ooctACP_c + h_c + nadph_c <=> 3hoctACP_c + nadp_c
237,4.98105620212122e-05,5.098394834878287e-05,1.1733863275706661e-06,3OAR90,3ononACP_c + h_c + nadph_c <=> 3hnonACP_c + nadp_c
238,0.0016565463922497393,0.0016955696196291972,3.9023227379457936e-05,3OARai110,3oaiC11ACP_c + h_c + nadph_c <=> 3haiC11ACP_c + nadp_c
239,0.0016565463922497393,0.0016955696196291972,3.9023227379457936e-05,3OARai130,3oaiC13ACP_c + h_c + nadph_c <=> 3haiC13ACP_c + nadp_c
240,0.0016565463922497393,0.0016955696196291972,3.9023227379457936e-05,3OARai150,3oaiC15ACP_c + h_c + nadph_c <=> 3haiC15ACP_c + nadp_c
241,0.0007933317099199964,0.0008120202077781806,1.8688497858184252e-05,3OARai170,3oaiC17ACP_c + h_c + nadph_c <=> 3haiC17ACP_c + nadp_c
